交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2019-02-04 00:52:23,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,¥188.10,零钱,支付成功,4200000258201902040283482632	,product_20190204255809134	,"/"
2019-02-04 00:40:56,微信红包,Tinyred💫,"/",收入,¥2.39,/,已存入零钱,1000039501001902047002270160721	,1000039501201902047002270160721	,"/"
2019-02-04 00:39:46,微信红包,洋葱拌豆腐,"/",收入,¥9.55,/,已存入零钱,1000039501000902046002859851611	,1000039501201902046002859851611	,"/"
2019-02-04 00:39:40,微信红包,Sandm丶影,"/",收入,¥49.56,/,已存入零钱,1000039501000902047002220451581	,1000039501201902047002220451581	,"/"
2019-02-04 00:30:45,微信红包,/,"/",支出,¥150.00,零钱,支付成功,100003950119020400070131882839736352	,1000039501201902046002468353155	,"/"
2019-02-02 12:21:30,商户消费,微信游戏祝你新年快乐,"/",收入,¥2.46,/,充值成功,1000053801201902029767586262	,/	,"/"
2019-02-01 16:29:06,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,¥100.00,零钱,支付成功,4200000261201902019995233249	,988200fef04847e2b25aa873b5253045	,"/"
2019-01-30 18:32:48,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,¥28.50,零钱,支付成功,4200000241201901302046752128	,product_20190130155645627	,"/"
2019-01-28 08:59:58,转账,来攀超,"转账备注:微信转账",收入,¥40.00,/,已存入零钱,1000050101201901281401093202343	,/	,"/"
2019-01-23 11:37:48,商户消费,京东商城平台商户,"京东商城订单",支出,¥26.76,零钱,支付成功,4200000270201901234354911227	,61600519012311373602125	,"/"
2019-01-22 14:27:47,商户消费,深圳市迅雷网络技术有限公司,"超级会员",支出,¥30.00,零钱,支付成功,4200000241201901221343351080	,190122142742462765T1c1b17b6a00	,"/"
2019-01-21 20:30:50,商户消费,特优利便利店,"特优利便利店订单号1901210100301372527校验码5409",支出,¥11.00,零钱,支付成功,4200000276201901213426994321	,MYBKJHZF2019012120304557374774	,"/"
2019-01-20 10:11:01,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,¥28.50,零钱,支付成功,4200000256201901204576582747	,product_20190120307710531	,"/"
2019-01-20 09:30:29,微信红包,shit cat,"/",收入,¥28.80,/,已存入零钱,1000039401000901207003351048613	,1000039401201901207003351048613	,"/"
2019-01-20 08:10:14,微信红包,流年,"/",收入,¥25.00,/,已存入零钱,1000039401000901206003215765865	,1000039401201901206003215765865	,"/"
2019-01-20 07:58:43,微信红包,刘珊瑾（亦彤）,"/",收入,¥200.00,/,已存入零钱,1000039401000901206002816386970	,1000039401201901206002816386970	,"/"
2019-01-20 07:57:59,微信红包,博士,"/",收入,¥58.88,/,已存入零钱,1000039401000901206002825501092	,1000039401201901206002825501092	,"/"
2019-01-15 19:13:12,微信红包,/,"/",支出,¥20.00,零钱,支付成功,100003950119011500070131392934307352	,1000039501201901156021616901322	,"/"
2019-01-09 09:27:39,转账,来攀超,"转账备注:微信转账",收入,¥10.00,/,已存入零钱,1000050201201901091600287804114	,/	,"/"
2019-01-09 08:44:57,零钱提现,工商银行(9635),"/",/,¥60.10,工商银行(9635),提现已到账,470031901092205368032	,/	,"服务费¥0.10"
2019-01-05 23:20:46,商户消费,充值服务,"王者荣耀王者荣耀点券(为1966538264购买)",支出,¥17.10,零钱,支付成功,4200000258201901057530725876	,product_2019010564876195	,"/"
2019-01-05 11:23:00,商户消费,爱奇艺,"黄金VIP会员1个月自动续费",支出,¥6.00,零钱,支付成功,4200000239201901050471590465	,2019010544143001285	,"/"
2019-01-02 19:44:06,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,¥100.00,零钱,支付成功,4200000219201901022262522816	,94d3e2266bcd497b95291983f435ced1	,"/"
2019-01-01 10:15:01,微信红包-退款,/,"/",收入,¥20.19,零钱,已全额退款,1000039401201812316005285215313	,1000039401201812316005285215313	,"/"
2019-01-01 10:06:02,微信红包-退款,/,"/",收入,¥20.19,零钱,已全额退款,1000039401201812316005028357235	,1000039401201812316005028357235	,"/"
2018-12-31 10:00:31,微信红包,/,"/",支出,20.19,零钱,已全额退款,100003940118123100070131423927768352	,1000039401201812316005285215313	,"/"
2018-12-31 10:00:01,微信红包,/,"/",支出,20.19,零钱,已全额退款,100003940118123100070131823927263352	,1000039401201812316005028357235	,"/"
2018-12-31 09:59:40,微信红包,/,"/",支出,20.19,零钱,支付成功,100003940118123100070131923991744352	,1000039401201812316005246500708	,"/"
2018-12-31 09:59:06,微信红包,/,"/",支出,20.19,零钱,支付成功,100003940118123100070131423921309352	,1000039401201812316005245720953	,"/"
2018-12-30 13:38:54,转账,杨甫,"转账备注:微信转账",收入,100.00,/,已存入零钱,1000050201201812301800382918242	,/	,"/"
2018-12-30 13:38:48,微信红包,Sandm丶影,"/",收入,102.00,/,已存入零钱,1000039401000812307008410726429	,1000039401201812307008410726429	,"/"
2018-12-30 13:37:36,商户消费,川把式串串香西安长安南路店,"川把式串串香",支出,306.00,零钱,支付成功,4200000234201812304182193323	,7895254853779170	,"/"
2018-12-29 12:47:56,商户消费,杨日新蓝田裤带面延安大学店,"杨日新蓝田裤带面(延安大学店)_AndroidMYD[条码支付]",支出,40.00,零钱,支付成功,4200000216201812290441073026	,550673676	,"/"
2018-12-27 14:19:47,商户消费,胖哥俩肉蟹煲(赛格店),"胖哥俩肉蟹煲(赛格店)",支出,126.00,零钱,支付成功,4200000244201812279632961833	,1812270000276388	,"/"
2018-12-26 12:45:37,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,17.10,零钱,支付成功,4200000241201812268917371736	,product_20181226238945120	,"/"
2018-12-24 21:33:36,微信红包-退款,/,"/",收入,153.00,零钱,已全额退款,1000039401201812236029688964189	,1000039401201812236029688964189	,"/"
2018-12-24 13:42:16,中国铁路总公司资金清算中心-退款,中国铁路总公司资金清算中心,"12306消费",收入,284.50,工商银行(9635),已全额退款,11500002118122400041813475036007	,W20181216299870687	,"/"
2018-12-24 13:42:11,中国铁路总公司资金清算中心-退款,中国铁路总公司资金清算中心,"12306消费",收入,284.50,零钱,已全额退款,11500002118122403042013512258912	,W2018120123308176	,"/"
2018-12-24 10:59:44,转账,胡文静,"转账备注:微信转账",支出,900.00,零钱,支付成功,100005020118122400070131885516155352	,1000050201201812241300443216812	,"/"
2018-12-24 10:59:21,转账,妈妈,"转账备注:微信转账",收入,1200.00,/,已存入零钱,1000050201201812240300480011603	,/	,"/"
2018-12-23 21:21:14,微信红包,/,"/",支出,153.00,零钱,已全额退款,100003940118122300070131583626571352	,1000039401201812236029688964189	,"/"
2018-12-23 13:23:48,商户消费,川把式串串香西安长安南路店,"川把式串串香",支出,270.00,零钱,支付成功,4200000235201812230425440983	,7895254114491713	,"/"
2018-12-22 16:17:50,转账,杨甫,"转账备注:微信转账",收入,560.00,/,已存入零钱,1000050201201812221800415101168	,/	,"/"
2018-12-21 20:28:11,微信红包,AlbertMaddox,"/",收入,36.00,/,已存入零钱,1000039401000812217020461443243	,1000039401201812217020461443243	,"/"
2018-12-21 19:15:39,微信红包,素梦忆笙,"/",收入,9.00,/,已存入零钱,1000039401000812216020729345027	,1000039401201812216020729345027	,"/"
2018-12-21 13:34:35,商户消费,Valve,"Steam Purchase 194608303",支出,37.00,零钱,支付成功,4200000244201812217918260391	,S2P89015785	,"/"
2018-12-21 08:33:19,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,28.50,零钱,支付成功,4200000254201812213904945689	,product_20181221153557461	,"/"
2018-12-18 22:06:09,扫二维码付款,放飞梦想,"收款方备注:二维码收款",支出,7.00,零钱,支付成功,100004990118121800070131959344769352	,10000499012018121800106977292267	,"/"
2018-12-18 15:15:16,商户消费,西安牛一嘴拉面（个体户张小勇）,"西安牛一嘴拉面（个体户张小勇）",支出,11.00,零钱,支付成功,4200000217201812186613016369	,111804080000750580	,"/"
2018-12-17 13:47:15,微信红包-退款,/,"/",收入,100.00,零钱,已全额退款,1000039501201812166011785718277	,1000039501201812166011785718277	,"/"
2018-12-16 13:37:00,微信红包,/,"/",支出,100.00,零钱,已全额退款,100003950118121600070131545298649352	,1000039501201812166011785718277	,"/"
2018-12-16 10:46:56,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,299.50,工商银行(9635),已退款￥284.50,4200000211201812160264025408	,W20181216299870687	,"/"
2018-12-15 12:30:31,转账,张飞龙,"转账备注:微信转账",收入,1.00,/,已存入零钱,1000050201201812150300515814769	,/	,"/"
2018-12-14 20:11:03,微信红包,/,"/",支出,20.00,零钱,支付成功,100003950118121400070131936437298352	,1000039501201812146024808295187	,"/"
2018-12-14 13:02:36,微信红包,张飞龙94,"/",收入,1.00,/,已存入零钱,1000039501000812147008593032058	,1000039501201812147008593032058	,"/"
2018-12-13 08:32:21,扫二维码付款,张军,"收款方备注:二维码收款",支出,3.50,零钱,支付成功,100004990118121300070131528771974352	,10000499012018121300013988926276	,"/"
2018-12-12 12:33:48,扫二维码付款,13,"收款方备注:二维码收款",支出,11.00,零钱,支付成功,100004990118121200070131925784910352	,10000499012018121200038588102205	,"/"
2018-12-11 19:53:18,商户消费,桂霞生活超市,"桂霞生活超市订单号18121101908838669校验码5289",支出,6.00,零钱,支付成功,4200000210201812111302628996	,MYBKJHZF2018121119531483997190	,"/"
2018-12-11 08:43:31,扫二维码付款,张军,"收款方备注:二维码收款",支出,3.50,零钱,支付成功,100004990118121100070131520571828352	,10000499012018121100014097688301	,"/"
2018-12-09 10:48:54,转账,张飞龙,"转账备注:微信转账",收入,2.00,/,已存入零钱,1000050201201812090200424412526	,/	,"/"
2018-12-08 09:51:23,转账,张飞龙,"转账备注:微信转账",收入,2.00,/,已存入零钱,1000050201201812081600221003984	,/	,"/"
2018-12-08 00:24:36,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,17.10,零钱,支付成功,4200000191201812084774311860	,product_20181208312566922	,"/"
2018-12-07 10:12:58,转账,张飞龙,"转账备注:微信转账",收入,4.00,/,已存入零钱,1000050201201812070800382910075	,/	,"/"
2018-12-06 19:01:18,商户消费,蜜雪冰城,"美团点评智能支付_蜜雪冰城",支出,6.00,零钱,支付成功,4200000215201812060950433204	,2018120619011320600477770249	,"/"
2018-12-06 09:54:09,转账,张飞龙,"转账备注:微信转账",收入,4.00,/,已存入零钱,1000050201201812061200237721105	,/	,"/"
2018-12-05 12:32:11,转账,张飞龙,"转账备注:微信转账",收入,4.00,/,已存入零钱,1000050201201812050400332300406	,/	,"/"
2018-12-04 11:14:43,转账,张飞龙,"转账备注:微信转账",收入,10.00,/,已存入零钱,1000050201201812040800340401430	,/	,"/"
2018-12-03 17:19:34,微信红包,张飞龙94,"/",收入,11.00,/,已存入零钱,1000039401000812037015522894055	,1000039401201812037015522894055	,"/"
2018-12-02 11:10:34,商户消费,充值服务,"一个月腾讯视频VIP(为1966538264购买)",支出,20.00,零钱,支付成功,4200000207201812027834548936	,product_20181202229982490	,"/"
2018-12-01 12:48:45,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039401000812017007791905037	,1000039401201812017007791905037	,"/"
2018-12-01 12:35:41,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,299.50,零钱,已退款￥284.50,4200000225201812016933018132	,W2018120123308176	,"/"
2018-11-30 19:30:18,扫二维码付款,放飞梦想,"收款方备注:二维码收款",支出,7.00,零钱,支付成功,100004990118113000073134019208411352	,10000499012018113000074367539227	,"/"
2018-11-30 15:50:33,中国铁路总公司资金清算中心-退款,中国铁路总公司资金清算中心,"12306消费",收入,289.50,零钱,已全额退款,11500002118113002003912836746820	,W2018112922587142	,"/"
2018-11-29 17:48:21,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,289.50,零钱,已全额退款,4200000212201811296188700999	,W2018112922587142	,"/"
2018-11-29 12:38:24,扫二维码付款,欢乐颂便利店,"收款方备注:二维码收款",支出,2.00,零钱,支付成功,100005030118112900073134094455267352	,1000050301201811293910325460872	,"/"
2018-11-28 20:11:03,扫二维码付款,余金生,"收款方备注:二维码收款",支出,10.00,零钱,支付成功,100005030118112800073134085510216352	,1000050301201811282210764663599	,"/"
2018-11-27 18:45:57,微信红包,/,"/",支出,87.00,零钱,支付成功,100003950118112700073134066758889352	,1000039501201811276021015714307	,"/"
2018-11-27 14:36:07,水滴平台筹款需求方-退款,水滴平台筹款需求方,"爱心筹款_cf64515f_1542864547960",收入,20.00,零钱,已全额退款,11500000718112701102312797845315	,V3ELGwQRFwS20bKG1nCAdd2e156144	,"/"
2018-11-27 11:19:51,中国铁路总公司资金清算中心-退款,中国铁路总公司资金清算中心,"12306消费",收入,289.50,零钱,已全额退款,11500002118112701102012799780995	,W20181125281386979	,"/"
2018-11-26 20:07:22,商户消费,京东商城平台商户,"京东商城订单",支出,168.00,零钱,支付成功,4200000235201811268495804553	,61622218112620071301509	,"/"
2018-11-25 10:21:46,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,289.50,零钱,已全额退款,4200000235201811257041082807	,W20181125281386979	,"/"
2018-11-24 18:10:03,微信红包,/,"/",支出,200.00,零钱,支付成功,100003950118112400073134008802054352	,1000039501201811246017777636197	,"/"
2018-11-22 14:45:35,商户消费,水滴平台筹款需求方,"爱心筹款_cf64515f_1542864547960",支出,20.00,零钱,已全额退款,4200000204201811229122181506	,V3ELGwQRFwS20bKG1nCAdd2e156144	,"/"
2018-11-17 20:55:59,微信红包,恶灵,"/",收入,2.00,/,已存入零钱,1000039501000811177022893115208	,1000039501201811177022893115208	,"/"
2018-11-17 20:55:00,商户消费,桂霞生活超市,"桂霞生活超市订单号18111701908634460校验码4267",支出,6.00,零钱,支付成功,4200000223201811179238803968	,MYBKJHZF2018111720545428548320	,"/"
2018-11-17 12:33:51,商户消费,麦克风西安连锁店,"冰菓倾城西北大店",支出,5.00,零钱,支付成功,4200000224201811173362107498	,7895250662597095	,"/"
2018-11-16 19:29:24,微信红包,AlbertMaddox,"/",收入,82.50,/,已存入零钱,1000039501000811167017700712267	,1000039501201811167017700712267	,"/"
2018-11-16 09:01:23,扫二维码付款,张军,"收款方备注:二维码收款",支出,4.50,零钱,支付成功,100005030118111600073134053358724352	,1000050301201811163010227083239	,"/"
2018-11-15 18:29:17,微信红包,柚子,"/",收入,8.86,/,已存入零钱,1000039501002811157017314372130	,1000039501201811157017314372130	,"/"
2018-11-11 22:52:12,转账,杨甫,"转账备注:微信转账",收入,200.00,/,已存入零钱,1000050201201811111401130918783	,/	,"/"
2018-11-11 22:49:09,零钱充值,工商银行(9635),"/",/,200.00,工商银行(9635),支付成功,110181111100037131517673069352	,/	,"/"
2018-11-10 18:56:04,商户消费,充值服务,"中国式家长5BE6B926DA83010D3ACCF50BFF81B8",支出,20.00,零钱,支付成功,4200000192201811109742306112	,20181110274659821	,"/"
2018-11-10 14:35:11,微信红包,KOBE🐋🐈🇦🇷,"/",收入,4.00,/,已存入零钱,1000039401000811106012428222307	,1000039401201811106012428222307	,"/"
2018-11-10 14:29:19,微信红包,/,"/",支出,30.00,零钱,支付成功,100003940118111000073134048263288352	,1000039401201811106012799908041	,"/"
2018-11-09 18:23:20,微信红包,浮华帅,"/",收入,8.00,/,已存入零钱,1000039401000811097015280180025	,1000039401201811097015280180025	,"/"
2018-11-08 09:19:39,微信红包,来攀超,"/",收入,4.00,/,已存入零钱,1000039501000811086004535502237	,1000039501201811086004535502237	,"/"
2018-11-06 20:35:44,商户消费,懂球帝,"Adidas X 18.3TF碎钉人草足球鞋TEAM MODE配",支出,359.90,零钱,支付成功,4200000193201811061150370613	,201811062035270772703117357	,"/"
2018-11-06 19:31:44,转账,波波,"转账备注:微信转账",收入,22.00,/,已存入零钱,1000050201201811061000915215346	,/	,"/"
2018-11-06 08:41:35,扫二维码付款,622701,"收款方备注:二维码收款",支出,3.50,零钱,支付成功,100005030118110600073134072643353352	,1000050301201811063510201872991	,"/"
2018-11-05 21:56:37,微信红包,/,"/",支出,200.00,零钱,支付成功,100003950118110500073134069114124352	,1000039501201811056031048974107	,"/"
2018-11-05 19:58:08,商户消费,桂霞生活超市,"桂霞生活超市订单号18110501907525057校验码4227",支出,6.00,零钱,支付成功,4200000222201811057545424675	,MYBKJHZF2018110519580784905590	,"/"
2018-10-31 00:20:54,商户消费,Valve,"Steam Purchase 183162085",支出,19.00,零钱,支付成功,4200000191201810315524786373	,S2P83190899	,"/"
2018-10-31 00:12:56,商户消费,Valve,"Steam Purchase 183159851",支出,23.00,零钱,支付成功,4200000206201810312197479853	,S2P83189809	,"/"
2018-10-29 07:26:29,微信红包,/,"/",支出,10.00,零钱,支付成功,100003950118102900073134022069654352	,1000039501201810296002675569230	,"/"
2018-10-28 14:25:35,转账,妈妈,"转账备注:微信转账",收入,1000.00,/,已存入零钱,1000050201201810281200446026944	,/	,"/"
2018-10-25 18:59:11,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,100.00,工商银行(9635),支付成功,4200000238201810250647212221	,c5f0c7826bcd44d6856b574a2b0dffef	,"/"
2018-10-25 18:04:44,扫二维码付款,成都小面029--87873099,"收款方备注:二维码收款",支出,16.00,零钱,支付成功,100005030118102500073134054189178352	,1000050301201810253810816079573	,"/"
2018-10-24 17:54:54,商户消费,享骑出行,"享骑出行余额充值",支出,10.00,零钱,支付成功,4200000210201810249095342644	,0021810245237126	,"/"
2018-10-23 08:35:17,扫二维码付款,622701,"收款方备注:二维码收款",支出,3.44,零钱,支付成功,100010710118102300073134010595289352	,10001071012018102300000846722399	,"/"
2018-10-21 12:26:41,商户消费,西安唐久便利连锁有限公司,"长安绿园店-消费",支出,21.20,零钱,支付成功,4200000167201810215836288086	,020802081181021122633	,"/"
2018-10-20 12:37:35,商户消费,西北大学,"SIOS|94|204",支出,11.20,零钱,支付成功,4200000160201810208076715777	,18102000000167757462014050902027	,"/"
2018-10-17 13:25:04,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039501000810177009783341292	,1000039501201810177009783341292	,"/"
2018-10-16 13:13:48,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,9.00,零钱,支付成功,100005030118101600073134090617592352	,1000050301201810163410498866833	,"/"
2018-10-16 07:09:34,微信红包,/,"/",支出,200.00,零钱,支付成功,100003950118101600073134084702592352	,1000039501201810166002686084129	,"/"
2018-10-12 18:25:34,商户消费,享骑出行,"享骑出行余额充值",支出,10.00,零钱,支付成功,4200000165201810123399173005	,0021810125092698	,"/"
2018-10-12 18:25:09,商户消费,享骑出行,"享骑出行押金充值",支出,299.00,零钱,支付成功,4200000160201810122347741643	,0021810125092688	,"/"
2018-10-12 18:12:21,摩拜单车-退款,摩拜单车,"车费代扣",收入,249.00,零钱,已全额退款,11500002118101200028011791557034	,MBK0292017091121444837799857	,"/"
2018-10-10 12:14:45,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039401000810107007703976195	,1000039401201810107007703976195	,"/"
2018-10-08 13:19:40,微信红包,Sandm丶影,"/",收入,7.50,/,已存入零钱,1000039501000810087008802855022	,1000039501201810087008802855022	,"/"
2018-10-08 12:14:30,商户消费,喜客来生活超市雁翔路店,"喜客来生活超市(雁翔路店)",支出,7.50,零钱,支付成功,4200000162201810080792708933	,MYBKJHZF2018100812142919341288	,"/"
2018-10-08 12:14:07,商户消费,喜客来生活超市雁翔路店,"喜客来生活超市(雁翔路店)",支出,9.50,零钱,支付成功,4200000183201810080657383840	,MYBKJHZF2018100812140518396568	,"/"
2018-10-08 08:41:24,扫二维码付款,622701,"收款方备注:二维码收款",支出,3.50,零钱,支付成功,100005030118100800073134041832614352	,1000050301201810082110178684529	,"/"
2018-10-06 22:13:14,扫二维码付款,百果汇水果超市,"收款方备注:二维码收款",支出,9.50,零钱,支付成功,100005030118100600073134018559114352	,1000050301201810062010865367398	,"/"
2018-10-06 21:59:03,微信红包,智商丶偏d1,"/",收入,0.57,/,已存入零钱,1000039501000810066028787181156	,1000039501201810066028787181156	,"/"
2018-10-05 12:32:42,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,100.00,零钱,支付成功,4200000169201810055728341241	,fe82c1683713450a9e7bbe339ba340d2	,"/"
2018-10-04 10:33:55,转账,玲玲,"转账备注:微信转账",收入,20.00,/,已存入零钱,1000050201201810041400046110107	,/	,"/"
2018-10-04 10:22:16,转账,玲玲,"转账备注:微信转账",收入,100.00,/,已存入零钱,1000050201201810041300119009453	,/	,"/"
2018-10-03 08:30:10,转账,赵凡,"转账备注:大凡新婚快乐",支出,300.00,零钱,支付成功,100005020118100300073134053841368352	,1000050201201810031400093215466	,"/"
2018-10-01 22:36:43,商户消费,桂霞生活超市,"桂霞生活超市订单号18100101906750145校验码2119",支出,5.00,零钱,支付成功,4200000177201810019759666832	,MYBKJHZF2018100122364354083860	,"/"
2018-10-01 21:34:01,转账,夏敬燕,"转账备注:新婚快乐",支出,500.00,工商银行(9635),支付成功,100005020118100100073134031206124352	,1000050201201810010100766300182	,"/"
2018-10-01 20:33:05,商户消费,冰菓倾城（西北大学店）,"美团点评智能支付_冰菓倾城（西北大学店）",支出,12.00,零钱,支付成功,4200000159201810010737676088	,2018100120330419865524965027	,"/"
2018-10-01 04:20:35,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039401000810017001501648222	,1000039401201810017001501648222	,"/"
2018-09-29 08:01:50,商户消费,摩拜单车,"车费代扣",支出,20.00,零钱,支付成功,4200000188201809298670295613	,MBK0292018092908014545074736	,"/"
2018-09-29 07:24:08,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,28.50,零钱,支付成功,4200000190201809294631630678	,product_20180929307676166	,"/"
2018-09-28 12:26:06,微信红包,Sandm丶影,"/",收入,20.00,/,已存入零钱,1000039501000809287007130351022	,1000039501201809287007130351022	,"/"
2018-09-28 11:38:54,享骑出行-退款,享骑出行,"享骑出行押金充值",收入,299.00,零钱,已全额退款,11500000918092802004811458499448	,0021809134669440	,"/"
2018-09-26 17:42:21,微信红包-退款,/,"/",收入,101.00,零钱,已全额退款,1000039501201809256019608422176	,1000039501201809256019608422176	,"/"
2018-09-25 17:34:36,微信红包,/,"/",支出,101.00,零钱,已全额退款,100003950118092500073134009414149352	,1000039501201809256019608422176	,"/"
2018-09-25 17:33:35,商户消费,小米科技有限责任公司,"小米科技5180925164104297号订单",支出,869.00,零钱,支付成功,4200000170201809256386230530	,20011000518092516410429737	,"/"
2018-09-25 17:24:52,转账,二姨,"转账备注:微信转账",收入,1000.00,/,已存入零钱,1000050201201809250500480303823	,/	,"/"
2018-09-25 08:33:28,扫二维码付款,暖暖,"收款方备注:二维码收款",支出,3.91,零钱,支付成功,100010710118092500073134000050731352	,10001071012018092500006767277348	,"/"
2018-09-24 22:19:57,商户消费,桂霞生活超市,"桂霞生活超市订单号18092401906814026校验码7556",支出,8.00,零钱,支付成功,4200000186201809242994525302	,MYBKJHZF2018092422195791400060	,"/"
2018-09-24 12:52:10,商户消费,充值服务,"王者荣耀王者荣耀点券(为微信账号购买)",支出,28.50,零钱,支付成功,4200000190201809249553001223	,product_20180924240850336	,"/"
2018-09-24 09:34:00,微信红包,KOBE🐋🐈🇦🇷,"/",收入,8.15,/,已存入零钱,1000039401000809246016356637228	,1000039401201809246016356637228	,"/"
2018-09-24 08:59:19,微信红包,/,"/",支出,8.15,零钱,支付成功,100003940118092400073134075635799352	,1000039401201809246013488122157	,"/"
2018-09-24 08:58:50,微信红包,/,"/",支出,8.15,零钱,支付成功,100003940118092400073134075620188352	,1000039401201809246014615537076	,"/"
2018-09-22 21:25:14,扫二维码付款,圜兒,"收款方备注:二维码收款",支出,3.88,零钱,支付成功,100010710118092200073134047277948352	,10001071012018092200018756035276	,"/"
2018-09-22 17:39:51,扫二维码付款,文鑫商店,"收款方备注:二维码收款",支出,3.00,零钱,支付成功,100005030118092200073134042253854352	,1000050301201809222610728279341	,"/"
2018-09-22 11:54:07,扫二维码付款,高代军,"收款方备注:二维码收款",支出,22.00,零钱,支付成功,100005030118092200073134035626847352	,1000050301201809222210392387804	,"/"
2018-09-21 23:28:23,商户消费,特优利便利店,"特优利便利店订单号18092101907570857校验码8340",支出,3.00,零钱,支付成功,4200000164201809211646328056	,MYBKJHZF2018092123282263813324	,"/"
2018-09-20 21:33:26,微信红包,/,"/",支出,5.00,零钱,支付成功,100003940118092000073134009428161352	,1000039401201809206029577593000	,"/"
2018-09-20 12:14:25,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039401000809207007853900292	,1000039401201809207007853900292	,"/"
2018-09-20 08:50:10,扫二维码付款,622701,"收款方备注:二维码收款",支出,3.50,零钱,支付成功,100005030118092000073134096153017352	,1000050301201809203810228884488	,"/"
2018-09-20 07:50:36,商户消费,摩拜单车,"车费代扣",支出,8.00,零钱,支付成功,4200000177201809204511388188	,MBK0292018092007503024509854	,"/"
2018-09-18 15:06:25,微信红包,Sandm丶影,"/",收入,20.00,/,已存入零钱,1000039501000809187013623778162	,1000039501201809187013623778162	,"/"
2018-09-16 18:01:58,商户消费,太子熙,"美团点评智能支付_太子熙肉夹馍·凉皮",支出,3.94,工商银行(9635),支付成功,4200000171201809166720187651	,2018091618015683270476839492	,"已优惠0.06"
2018-09-16 14:08:50,转账,王勤,"转账备注:微信转账",支出,1314.00,工商银行(9635),支付成功,100005020118091600073134029319488352	,1000050201201809161900284316037	,"/"
2018-09-16 08:11:51,微信红包,albert จุ๊บ,"/",收入,0.30,/,已存入零钱,1000039501002809167001552174209	,1000039501201809167001552174209	,"/"
2018-09-15 18:25:26,扫二维码付款,高代军,"收款方备注:二维码收款",支出,20.00,零钱,支付成功,100005030118091500073134013829553352	,1000050301201809152710785073126	,"/"
2018-09-14 22:26:35,微信红包,尐虎牙(づ~ 3~)づ,"/",收入,39.00,/,已存入零钱,1000039401000809146033788243008	,1000039401201809146033788243008	,"/"
2018-09-14 18:15:10,商户消费,享骑出行,"享骑出行余额充值",支出,10.00,零钱,支付成功,4200000173201809142640042453	,0021809144687966	,"/"
2018-09-13 18:16:45,商户消费,享骑出行,"享骑出行押金充值",支出,299.00,零钱,已全额退款,4200000188201809137883324068	,0021809134669440	,"/"
2018-09-13 12:11:19,微信红包,Sandm丶影,"/",收入,20.00,/,已存入零钱,1000039401000809137007331074025	,1000039401201809137007331074025	,"/"
2018-09-12 07:53:23,商户消费,摩拜单车,"车费代扣",支出,8.00,零钱,支付成功,4200000161201809122621811563	,MBK0292018091207532399731653	,"/"
2018-09-11 12:06:59,微信红包,Sandm丶影,"/",收入,10.00,/,已存入零钱,1000039401000809117007360538240	,1000039401201809117007360538240	,"/"
2018-09-11 11:16:45,转账,杨甫,"转账备注:微信转账",收入,50.00,/,已存入零钱,1000050201201809110700271413245	,/	,"/"
2018-09-10 22:07:53,商户消费,特优利便利店,"特优利便利店订单号18091001906488519校验码3870",支出,3.00,零钱,支付成功,4200000173201809108574058321	,MYBKJHZF2018091022075354748564	,"/"
2018-09-10 10:32:13,微信红包,/,"/",支出,9.10,零钱,支付成功,100003940118091000073134063215581352	,1000039401201809106008178085025	,"/"
2018-09-08 22:18:06,群收款,余嘉晨,"/",支出,29.90,零钱,支付成功,100004950118090800073134036881627352	,10000495010288090800001687336	,"/"
2018-09-08 18:57:02,微信红包,/,"/",支出,0.30,零钱,支付成功,100003950118090800073134032596798352	,1000039501201809086021437968070	,"/"
2018-09-08 12:32:41,零钱充值,工商银行(9635),"/",/,200.00,工商银行(9635),支付成功,110180908100037131983217428352	,/	,"/"
2018-09-07 08:25:32,扫二维码付款,马伟,"收款方备注:二维码收款",支出,4.00,零钱,支付成功,100005030118090700073134003649329352	,1000050301201809072310185166102	,"/"
